,post,likes,sponsored,nPost,followers,followees,nIgtv,business,verified,day,month,hour_of_day,category
225,2021-09-17_07-25-45_UTC,3201,0,3200,105003,96,23,0,1,Friday,9,8.0,Other
228,2021-09-10_20-49-41_UTC,3579,0,3200,105003,96,23,0,1,Friday,9,21.0,Other
230,2021-09-09_06-46-46_UTC,2213,0,3200,105003,96,23,0,1,Thursday,9,7.0,Other
231,2021-09-07_02-38-04_UTC,5164,0,3200,105003,96,23,0,1,Tuesday,9,3.0,Other
233,2021-09-04_07-23-15_UTC,4229,0,3200,105003,96,23,0,1,Saturday,9,8.0,Other
237,2021-08-29_07-47-52_UTC,3363,0,3200,105003,96,23,0,1,Sunday,8,8.0,Other
239,2021-08-27_03-45-54_UTC,3660,0,3200,105003,96,23,0,1,Friday,8,4.0,Other
243,2021-08-22_07-38-03_UTC,1187,0,3200,105003,96,23,0,1,Sunday,8,8.0,Other
248,2021-08-12_06-01-30_UTC,1579,0,3200,105003,96,23,0,1,Thursday,8,7.0,Other
250,2021-08-08_06-55-29_UTC,5354,0,3200,105003,96,23,0,1,Sunday,8,7.0,Other
251,2021-08-06_05-22-45_UTC,2249,0,3200,105003,96,23,0,1,Friday,8,6.0,Other
252,2021-08-05_07-20-50_UTC,4410,0,3200,105003,96,23,0,1,Thursday,8,8.0,Other
253,2021-08-04_05-40-46_UTC,3569,0,3200,105003,96,23,0,1,Wednesday,8,6.0,Other
256,2021-07-29_07-37-06_UTC,5432,0,3200,105003,96,23,0,1,Thursday,7,8.0,Other
257,2021-07-29_07-01-58_UTC,5090,0,3200,105003,96,23,0,1,Thursday,7,8.0,Other
259,2021-07-26_07-30-54_UTC,2412,0,3200,105003,96,23,0,1,Monday,7,8.0,Other
262,2021-07-23_01-02-28_UTC,3018,0,3200,105003,96,23,0,1,Friday,7,2.0,Other
264,2021-07-21_02-56-32_UTC,3171,0,3200,105003,96,23,0,1,Wednesday,7,3.0,Other
267,2021-07-16_07-14-39_UTC,2134,0,3200,105003,96,23,0,1,Friday,7,8.0,Other
268,2021-07-15_08-57-36_UTC,5860,0,3200,105003,96,23,0,1,Thursday,7,9.0,Other
271,2021-07-11_08-25-42_UTC,792,0,3200,105003,96,23,0,1,Sunday,7,9.0,Other
276,2021-07-04_05-25-43_UTC,3501,0,3200,105003,96,23,0,1,Sunday,7,6.0,Other
286,2021-06-23_09-41-06_UTC,1528,0,3200,105003,96,23,0,1,Wednesday,6,10.0,Other
288,2021-06-21_02-19-40_UTC,3398,0,3200,105003,96,23,0,1,Monday,6,3.0,Other
291,2021-06-18_00-29-46_UTC,2132,0,3200,105003,96,23,0,1,Friday,6,1.0,Other
292,2021-06-17_02-07-29_UTC,4183,0,3200,105003,96,23,0,1,Thursday,6,3.0,Other
293,2021-06-15_06-55-50_UTC,2609,0,3200,105003,96,23,0,1,Tuesday,6,7.0,Other
295,2021-06-11_02-27-52_UTC,3298,0,3200,105003,96,23,0,1,Friday,6,3.0,Other
296,2021-06-10_07-56-12_UTC,4044,0,3200,105003,96,23,0,1,Thursday,6,8.0,Other
298,2021-06-08_07-29-11_UTC,2574,0,3200,105003,96,23,0,1,Tuesday,6,8.0,Other
299,2021-06-07_07-10-44_UTC,1056,0,3200,105003,96,23,0,1,Monday,6,8.0,Other
302,2021-06-03_07-10-48_UTC,1553,0,3200,105003,96,23,0,1,Thursday,6,8.0,Other
305,2021-05-31_22-05-29_UTC,1739,0,3200,105003,96,23,0,1,Monday,5,23.0,Other
308,2021-05-27_06-01-46_UTC,3855,0,3200,105003,96,23,0,1,Thursday,5,7.0,Other
310,2021-05-23_23-37-35_UTC,2235,0,3200,105003,96,23,0,1,Monday,5,0.0,Other
317,2021-05-13_21-00-36_UTC,3385,0,3200,105003,96,23,0,1,Thursday,5,22.0,Other
319,2021-05-11_10-33-46_UTC,2767,0,3200,105003,96,23,0,1,Tuesday,5,11.0,Other
323,2021-05-09_09-03-53_UTC,746,0,3200,105003,96,23,0,1,Sunday,5,10.0,Other
325,2021-05-07_21-37-31_UTC,2827,0,3200,105003,96,23,0,1,Friday,5,22.0,Other
328,2021-05-06_01-26-51_UTC,7577,0,3200,105003,96,23,0,1,Thursday,5,2.0,Other
331,2021-05-01_06-16-15_UTC,3843,0,3200,105003,96,23,0,1,Saturday,5,7.0,Other
333,2021-04-29_21-34-24_UTC,2145,0,3200,105003,96,23,0,1,Thursday,4,22.0,Other
334,2021-04-29_01-11-09_UTC,3047,0,3200,105003,96,23,0,1,Thursday,4,2.0,Other
336,2021-04-28_07-24-09_UTC,1211,0,3200,105003,96,23,0,1,Wednesday,4,8.0,Other
337,2021-04-26_09-02-22_UTC,7995,0,3200,105003,96,23,0,1,Monday,4,10.0,Other
341,2021-04-22_21-28-12_UTC,2312,0,3200,105003,96,23,0,1,Thursday,4,22.0,Other
343,2021-04-21_21-16-22_UTC,1614,0,3200,105003,96,23,0,1,Wednesday,4,22.0,Other
347,2021-04-17_10-41-36_UTC,10635,0,3200,105003,96,23,0,1,Saturday,4,11.0,Other
350,2021-04-14_20-16-46_UTC,2710,0,3200,105003,96,23,0,1,Wednesday,4,21.0,Other
361,2021-04-03_22-03-22_UTC,7940,0,3200,105003,96,23,0,1,Saturday,4,23.0,Other
362,2021-04-03_22-02-04_UTC,6222,0,3200,105003,96,23,0,1,Saturday,4,23.0,Other
363,2021-04-03_22-00-06_UTC,10005,0,3200,105003,96,23,0,1,Saturday,4,23.0,Other
364,2021-04-03_07-25-56_UTC,9755,0,3200,105003,96,23,0,1,Saturday,4,8.0,Other
366,2021-04-03_07-05-57_UTC,4087,0,3200,105003,96,23,0,1,Saturday,4,8.0,Other
369,2021-04-01_11-48-47_UTC,2537,0,3200,105003,96,23,0,1,Thursday,4,12.0,Other
370,2021-04-01_11-46-51_UTC,6664,0,3200,105003,96,23,0,1,Thursday,4,12.0,Other
373,2021-03-31_23-59-05_UTC,5052,0,3200,105003,96,23,0,1,Thursday,4,0.0,Other
374,2021-03-31_23-31-41_UTC,3871,0,3200,105003,96,23,0,1,Thursday,4,0.0,Other
377,2021-03-28_22-30-59_UTC,2151,0,3200,105003,96,23,0,1,Sunday,3,23.0,Other
381,2021-03-25_22-05-30_UTC,1306,0,3200,105003,96,23,0,1,Thursday,3,23.0,Other
382,2021-03-25_12-14-28_UTC,1822,0,3200,105003,96,23,0,1,Thursday,3,13.0,Other
387,2021-03-01_22-38-40_UTC,8861,0,1256,167841,432,1,1,1,Monday,3,23.0,Creators & Celebrities
388,2021-02-26_17-31-43_UTC,6686,0,1256,167841,432,1,1,1,Friday,2,18.0,Creators & Celebrities
389,2021-02-24_19-32-21_UTC,2780,0,1256,167841,432,1,1,1,Wednesday,2,20.0,Creators & Celebrities
393,2021-02-15_21-53-46_UTC,5884,0,1256,167841,432,1,1,1,Monday,2,22.0,Creators & Celebrities
394,2021-02-13_18-54-22_UTC,4591,0,1256,167841,432,1,1,1,Saturday,2,19.0,Creators & Celebrities
395,2021-02-10_03-33-43_UTC,9003,0,1256,167841,432,1,1,1,Wednesday,2,4.0,Creators & Celebrities
397,2021-01-29_15-58-25_UTC,5480,0,1256,167841,432,1,1,1,Friday,1,16.0,Creators & Celebrities
400,2021-01-13_14-31-56_UTC,5008,0,1256,167841,432,1,1,1,Wednesday,1,15.0,Creators & Celebrities
401,2021-01-11_13-21-28_UTC,8991,0,1256,167841,432,1,1,1,Monday,1,14.0,Creators & Celebrities
402,2021-01-09_20-28-23_UTC,5900,0,1256,167841,432,1,1,1,Saturday,1,21.0,Creators & Celebrities
403,2021-01-07_15-14-06_UTC,5703,0,1256,167841,432,1,1,1,Thursday,1,16.0,Creators & Celebrities
404,2021-01-05_18-31-36_UTC,10048,0,1256,167841,432,1,1,1,Tuesday,1,19.0,Creators & Celebrities
408,2021-12-24_22-06-58_UTC,7129,0,1256,167841,432,1,1,1,Friday,12,23.0,Creators & Celebrities
409,2021-12-16_15-33-41_UTC,2851,0,1256,167841,432,1,1,1,Thursday,12,16.0,Creators & Celebrities
410,2021-12-15_01-17-55_UTC,1551,0,1256,167841,432,1,1,1,Wednesday,12,2.0,Creators & Celebrities
413,2021-12-04_19-50-41_UTC,6876,0,1256,167841,432,1,1,1,Saturday,12,20.0,Creators & Celebrities
415,2021-11-30_15-14-02_UTC,7161,0,1256,167841,432,1,1,1,Tuesday,11,16.0,Creators & Celebrities
422,2021-11-05_14-54-52_UTC,6405,0,1256,167841,432,1,1,1,Friday,11,15.0,Creators & Celebrities
423,2021-11-03_17-09-52_UTC,8329,0,1256,167841,432,1,1,1,Wednesday,11,18.0,Creators & Celebrities
424,2021-10-27_16-23-33_UTC,3820,0,1256,167841,432,1,1,1,Wednesday,10,17.0,Creators & Celebrities
427,2021-10-16_16-25-20_UTC,9550,0,1256,167841,432,1,1,1,Saturday,10,17.0,Creators & Celebrities
428,2021-10-12_14-19-08_UTC,18857,0,1256,167841,432,1,1,1,Tuesday,10,15.0,Creators & Celebrities
429,2021-10-10_19-26-59_UTC,25797,0,1256,167841,432,1,1,1,Sunday,10,20.0,Creators & Celebrities
430,2021-10-10_00-43-23_UTC,14894,0,1256,167841,432,1,1,1,Sunday,10,1.0,Creators & Celebrities
432,2021-10-05_21-43-02_UTC,8284,0,1256,167841,432,1,1,1,Tuesday,10,22.0,Creators & Celebrities
433,2021-09-28_02-19-26_UTC,6696,0,1256,167841,432,1,1,1,Tuesday,9,3.0,Creators & Celebrities
435,2021-09-24_19-51-49_UTC,5408,0,1256,167841,432,1,1,1,Friday,9,20.0,Creators & Celebrities
437,2021-09-15_13-55-51_UTC,9716,0,1256,167841,432,1,1,1,Wednesday,9,14.0,Creators & Celebrities
441,2021-08-31_21-33-52_UTC,4052,0,1256,167841,432,1,1,1,Tuesday,8,22.0,Creators & Celebrities
443,2021-08-23_15-21-49_UTC,8992,0,1256,167841,432,1,1,1,Monday,8,16.0,Creators & Celebrities
447,2021-08-17_18-04-16_UTC,4573,0,1256,167841,432,1,1,1,Tuesday,8,19.0,Creators & Celebrities
448,2021-08-10_17-54-52_UTC,11368,0,1256,167841,432,1,1,1,Tuesday,8,18.0,Creators & Celebrities
449,2021-08-08_16-57-17_UTC,6032,0,1256,167841,432,1,1,1,Sunday,8,17.0,Creators & Celebrities
450,2021-07-29_12-47-31_UTC,8222,0,1256,167841,432,1,1,1,Thursday,7,13.0,Creators & Celebrities
452,2021-07-26_16-30-31_UTC,2059,0,1256,167841,432,1,1,1,Monday,7,17.0,Creators & Celebrities
453,2021-07-23_15-31-03_UTC,13334,0,1256,167841,432,1,1,1,Friday,7,16.0,Creators & Celebrities
454,2021-07-21_16-44-02_UTC,6079,0,1256,167841,432,1,1,1,Wednesday,7,17.0,Creators & Celebrities
456,2021-07-13_19-59-33_UTC,6246,0,1256,167841,432,1,1,1,Tuesday,7,20.0,Creators & Celebrities
457,2021-07-09_14-17-51_UTC,9232,0,1256,167841,432,1,1,1,Friday,7,15.0,Creators & Celebrities
459,2021-07-06_17-23-35_UTC,8228,0,1256,167841,432,1,1,1,Tuesday,7,18.0,Creators & Celebrities
460,2021-07-05_13-17-49_UTC,18518,0,1256,167841,432,1,1,1,Monday,7,14.0,Creators & Celebrities
461,2021-07-01_16-07-35_UTC,13934,0,1256,167841,432,1,1,1,Thursday,7,17.0,Creators & Celebrities
462,2021-06-29_14-41-21_UTC,17992,0,1256,167841,432,1,1,1,Tuesday,6,15.0,Creators & Celebrities
464,2021-06-25_21-07-28_UTC,17023,0,1256,167841,432,1,1,1,Friday,6,22.0,Creators & Celebrities
465,2021-06-24_20-36-32_UTC,11586,0,1256,167841,432,1,1,1,Thursday,6,21.0,Creators & Celebrities
470,2021-06-08_17-56-29_UTC,1756,0,1256,167841,432,1,1,1,Tuesday,6,18.0,Creators & Celebrities
473,2021-06-01_14-21-20_UTC,3598,0,1256,167841,432,1,1,1,Tuesday,6,15.0,Creators & Celebrities
474,2021-05-30_20-35-27_UTC,5293,0,1256,167841,432,1,1,1,Sunday,5,21.0,Creators & Celebrities
476,2021-05-25_18-59-54_UTC,6526,0,1256,167841,432,1,1,1,Tuesday,5,19.0,Creators & Celebrities
477,2021-05-23_21-06-01_UTC,4164,0,1256,167841,432,1,1,1,Sunday,5,22.0,Creators & Celebrities
478,2021-05-17_18-47-09_UTC,12176,0,1256,167841,432,1,1,1,Monday,5,19.0,Creators & Celebrities
479,2021-05-15_16-19-06_UTC,11250,0,1256,167841,432,1,1,1,Saturday,5,17.0,Creators & Celebrities
480,2021-05-11_16-25-23_UTC,8155,0,1256,167841,432,1,1,1,Tuesday,5,17.0,Creators & Celebrities
481,2021-05-09_17-54-08_UTC,3564,0,1256,167841,432,1,1,1,Sunday,5,18.0,Creators & Celebrities
483,2021-05-06_19-09-15_UTC,10246,0,1256,167841,432,1,1,1,Thursday,5,20.0,Creators & Celebrities
485,2021-05-02_19-57-24_UTC,9701,0,1256,167841,432,1,1,1,Sunday,5,20.0,Creators & Celebrities
487,2021-04-27_22-49-36_UTC,11300,0,1256,167841,432,1,1,1,Tuesday,4,23.0,Creators & Celebrities
489,2021-04-21_16-35-45_UTC,6813,0,1256,167841,432,1,1,1,Wednesday,4,17.0,Creators & Celebrities
490,2021-04-10_15-48-41_UTC,5748,0,1256,167841,432,1,1,1,Saturday,4,16.0,Creators & Celebrities
491,2021-04-07_15-49-46_UTC,3152,0,1256,167841,432,1,1,1,Wednesday,4,16.0,Creators & Celebrities
492,2021-04-06_14-43-56_UTC,3463,0,1256,167841,432,1,1,1,Tuesday,4,15.0,Creators & Celebrities
493,2021-04-02_18-24-20_UTC,6090,0,1256,167841,432,1,1,1,Friday,4,19.0,Creators & Celebrities
495,2021-03-31_22-20-36_UTC,6473,0,1256,167841,432,1,1,1,Wednesday,3,23.0,Creators & Celebrities
496,2021-03-30_15-15-19_UTC,5214,0,1256,167841,432,1,1,1,Tuesday,3,16.0,Creators & Celebrities
499,2021-12-31_01-15-34_UTC,1276,0,2354,96182,762,8,1,1,Wednesday,12,3.0,Creators & Celebrities
500,2021-12-26_18-55-37_UTC,2112,0,2354,96182,762,8,1,1,Tuesday,12,4.0,Creators & Celebrities
501,2021-12-25_22-31-55_UTC,1431,0,2354,96182,762,8,1,1,Monday,12,4.0,Creators & Celebrities
504,2021-12-21_00-43-59_UTC,1691,0,2354,96182,762,8,1,1,Friday,12,3.0,Creators & Celebrities
505,2021-12-19_00-51-32_UTC,1512,0,2354,96182,762,8,1,1,Thursday,12,3.0,Creators & Celebrities
506,2021-12-17_01-38-48_UTC,701,0,2354,96182,762,8,1,1,Tuesday,12,3.0,Creators & Celebrities
508,2021-12-15_17-01-32_UTC,880,0,2354,96182,762,8,1,1,Sunday,12,3.0,Creators & Celebrities
509,2021-12-13_21-53-11_UTC,1643,0,2354,96182,762,8,1,1,Saturday,12,3.0,Creators & Celebrities
510,2021-12-11_22-17-42_UTC,2862,0,2354,96182,762,8,1,1,Friday,12,3.0,Creators & Celebrities
512,2021-12-09_02-38-17_UTC,1868,0,2354,96182,762,8,1,1,Wednesday,12,3.0,Creators & Celebrities
514,2021-12-06_22-35-20_UTC,1720,0,2354,96182,762,8,1,1,Monday,12,3.0,Creators & Celebrities
515,2021-12-03_22-22-06_UTC,1024,0,2354,96182,762,8,1,1,Sunday,12,3.0,Creators & Celebrities
516,2021-11-29_22-21-45_UTC,724,0,2354,96182,762,8,1,1,Saturday,12,3.0,Creators & Celebrities
517,2021-11-28_22-23-59_UTC,2135,0,2354,96182,762,8,1,1,Friday,12,4.0,Creators & Celebrities
518,2021-11-28_00-15-26_UTC,1898,0,2354,96182,762,8,1,1,Thursday,12,4.0,Creators & Celebrities
520,2021-11-24_00-17-30_UTC,2277,0,2354,96182,762,8,1,1,Tuesday,12,3.0,Creators & Celebrities
521,2021-11-22_19-57-14_UTC,1425,0,2354,96182,762,8,1,1,Monday,12,3.0,Creators & Celebrities
522,2021-11-17_18-17-22_UTC,3267,0,2354,96182,762,8,1,1,Sunday,12,3.0,Creators & Celebrities
523,2021-11-13_23-24-03_UTC,4525,0,2354,96182,762,8,1,1,Saturday,12,3.0,Creators & Celebrities
524,2021-11-12_22-15-56_UTC,3701,0,2354,96182,762,8,1,1,Friday,12,3.0,Creators & Celebrities
525,2021-11-09_15-36-59_UTC,5915,0,2354,96182,762,8,1,1,Thursday,12,3.0,Creators & Celebrities
526,2021-11-08_00-21-02_UTC,9675,0,2354,96182,762,8,1,1,Wednesday,12,4.0,Creators & Celebrities
527,2021-11-06_22-38-56_UTC,7681,0,2354,96182,762,8,1,1,Tuesday,11,3.0,Creators & Celebrities
529,2021-11-02_20-32-03_UTC,2630,0,2354,96182,762,8,1,1,Sunday,11,3.0,Creators & Celebrities
531,2021-10-28_23-27-42_UTC,1808,0,2354,96182,762,8,1,1,Friday,11,3.0,Creators & Celebrities
533,2021-10-24_22-05-55_UTC,2274,0,2354,96182,762,8,1,1,Wednesday,11,4.0,Creators & Celebrities
535,2021-10-21_22-10-20_UTC,2744,0,2354,96182,762,8,1,1,Monday,11,3.0,Creators & Celebrities
536,2021-10-20_20-29-40_UTC,1811,0,2354,96182,762,8,1,1,Sunday,11,4.0,Creators & Celebrities
537,2021-10-17_23-06-04_UTC,3596,0,2354,96182,762,8,1,1,Saturday,11,3.0,Creators & Celebrities
538,2021-10-16_01-06-04_UTC,2683,0,2354,96182,762,8,1,1,Friday,11,3.0,Creators & Celebrities
539,2021-10-13_23-55-49_UTC,1860,0,2354,96182,762,8,1,1,Thursday,11,4.0,Creators & Celebrities
540,2021-10-10_22-59-42_UTC,756,0,2354,96182,762,8,1,1,Wednesday,11,4.0,Creators & Celebrities
541,2021-10-09_21-04-37_UTC,4437,0,2354,96182,762,8,1,1,Tuesday,11,3.0,Creators & Celebrities
542,2021-10-09_00-35-12_UTC,1153,0,2354,96182,762,8,1,1,Monday,11,4.0,Creators & Celebrities
543,2021-10-05_22-51-47_UTC,2545,0,2354,96182,762,8,1,1,Sunday,11,4.0,Creators & Celebrities
544,2021-10-04_00-47-23_UTC,1683,0,2354,96182,762,8,1,1,Saturday,11,3.0,Creators & Celebrities
545,2021-10-01_23-53-33_UTC,2291,0,2354,96182,762,8,1,1,Friday,11,4.0,Creators & Celebrities
547,2021-09-28_22-08-11_UTC,956,0,2354,96182,762,8,1,1,Wednesday,11,3.0,Creators & Celebrities
548,2021-09-27_21-59-05_UTC,2615,0,2354,96182,762,8,1,1,Tuesday,11,4.0,Creators & Celebrities
550,2021-09-20_00-40-25_UTC,1675,0,2354,96182,762,8,1,1,Sunday,11,2.0,Creators & Celebrities
551,2021-09-18_15-51-46_UTC,4489,0,2354,96182,762,8,1,1,Saturday,11,2.0,Creators & Celebrities
554,2021-09-15_00-17-12_UTC,1944,0,2354,96182,762,8,1,1,Wednesday,11,3.0,Creators & Celebrities
557,2021-09-10_01-00-34_UTC,4364,0,2354,96182,762,8,1,1,Sunday,10,3.0,Creators & Celebrities
559,2021-09-08_01-09-02_UTC,1161,0,2354,96182,762,8,1,1,Friday,10,2.0,Creators & Celebrities
560,2021-09-07_00-41-13_UTC,2973,0,2354,96182,762,8,1,1,Thursday,10,3.0,Creators & Celebrities
561,2021-09-04_18-53-07_UTC,1869,0,2354,96182,762,8,1,1,Wednesday,10,3.0,Creators & Celebrities
562,2021-09-01_23-53-09_UTC,1509,0,2354,96182,762,8,1,1,Tuesday,10,2.0,Creators & Celebrities
563,2021-08-29_23-49-23_UTC,4631,0,2354,96182,762,8,1,1,Monday,10,3.0,Creators & Celebrities
564,2021-08-27_19-25-30_UTC,2945,0,2354,96182,762,8,1,1,Sunday,10,3.0,Creators & Celebrities
565,2021-08-21_00-09-50_UTC,1909,0,2354,96182,762,8,1,1,Saturday,10,3.0,Creators & Celebrities
568,2021-08-16_22-11-22_UTC,2578,0,2354,96182,762,8,1,1,Wednesday,10,3.0,Creators & Celebrities
569,2021-08-13_17-48-22_UTC,5746,0,2354,96182,762,8,1,1,Tuesday,10,2.0,Creators & Celebrities
570,2021-08-08_19-15-15_UTC,3886,0,2354,96182,762,8,1,1,Monday,10,2.0,Creators & Celebrities
573,2021-08-05_00-50-52_UTC,1592,0,2354,96182,762,8,1,1,Friday,10,3.0,Creators & Celebrities
575,2021-07-30_22-39-45_UTC,1762,0,2354,96182,762,8,1,1,Wednesday,10,2.0,Creators & Celebrities
576,2021-07-29_22-47-33_UTC,3208,0,2354,96182,762,8,1,1,Tuesday,10,3.0,Creators & Celebrities
578,2021-07-26_23-06-43_UTC,2066,0,2354,96182,762,8,1,1,Sunday,10,2.0,Creators & Celebrities
580,2021-07-24_17-05-39_UTC,2192,0,2354,96182,762,8,1,1,Friday,10,2.0,Creators & Celebrities
581,2021-07-22_21-03-02_UTC,2619,0,2354,96182,762,8,1,1,Thursday,10,2.0,Creators & Celebrities
582,2021-07-22_15-04-29_UTC,1904,0,2354,96182,762,8,1,1,Wednesday,10,2.0,Creators & Celebrities
583,2021-07-21_18-01-02_UTC,6391,0,2354,96182,762,8,1,1,Tuesday,10,3.0,Creators & Celebrities
584,2021-07-19_14-22-48_UTC,3358,0,2354,96182,762,8,1,1,Monday,10,3.0,Creators & Celebrities
585,2021-07-18_19-18-18_UTC,1524,0,2354,96182,762,8,1,1,Sunday,10,2.0,Creators & Celebrities
586,2021-07-15_17-17-48_UTC,1752,0,2354,96182,762,8,1,1,Saturday,10,2.0,Creators & Celebrities
587,2021-07-11_17-58-21_UTC,4497,0,2354,96182,762,8,1,1,Friday,10,2.0,Creators & Celebrities
589,2021-07-04_00-12-15_UTC,4402,0,2354,96182,762,8,1,1,Wednesday,9,3.0,Creators & Celebrities
591,2021-06-28_13-18-04_UTC,4919,0,2354,96182,762,8,1,1,Monday,9,3.0,Creators & Celebrities
592,2021-06-28_02-06-09_UTC,8554,0,2354,96182,762,8,1,1,Sunday,9,3.0,Creators & Celebrities
593,2021-06-25_00-48-09_UTC,8384,0,2354,96182,762,8,1,1,Saturday,9,2.0,Creators & Celebrities
595,2021-06-18_14-48-55_UTC,4136,0,2354,96182,762,8,1,1,Thursday,9,2.0,Creators & Celebrities
597,2021-06-15_00-36-11_UTC,1942,0,2354,96182,762,8,1,1,Tuesday,9,2.0,Creators & Celebrities
598,2021-06-13_22-50-19_UTC,3417,0,2354,96182,762,8,1,1,Monday,9,2.0,Creators & Celebrities
602,2021-06-03_22-50-34_UTC,6012,0,2354,96182,762,8,1,1,Thursday,9,2.0,Creators & Celebrities
603,2021-06-02_22-57-45_UTC,4583,0,2354,96182,762,8,1,1,Wednesday,9,2.0,Creators & Celebrities
604,2021-06-01_23-15-52_UTC,11695,0,2354,96182,762,8,1,1,Tuesday,9,2.0,Creators & Celebrities
606,2021-05-26_01-18-39_UTC,2303,0,2354,96182,762,8,1,1,Sunday,9,2.0,Creators & Celebrities
607,2021-05-21_01-51-44_UTC,1384,0,2354,96182,762,8,1,1,Saturday,9,2.0,Creators & Celebrities
609,2021-05-16_19-58-45_UTC,5846,0,2354,96182,762,8,1,1,Thursday,9,3.0,Creators & Celebrities
610,2021-05-15_01-30-59_UTC,1911,0,2354,96182,762,8,1,1,Wednesday,9,3.0,Creators & Celebrities
612,2021-05-11_01-16-58_UTC,2777,0,2354,96182,762,8,1,1,Monday,9,2.0,Creators & Celebrities
613,2021-05-10_00-08-26_UTC,1695,0,2354,96182,762,8,1,1,Sunday,9,2.0,Creators & Celebrities
615,2021-05-02_17-29-58_UTC,2731,0,2354,96182,762,8,1,1,Friday,9,3.0,Creators & Celebrities
616,2021-04-30_01-37-47_UTC,4789,0,2354,96182,762,8,1,1,Thursday,9,3.0,Creators & Celebrities
619,2021-04-26_00-50-48_UTC,7557,0,2354,96182,762,8,1,1,Monday,8,3.0,Creators & Celebrities
621,2021-04-24_00-21-15_UTC,4166,0,2354,96182,762,8,1,1,Saturday,8,3.0,Creators & Celebrities
623,2021-04-17_19-53-48_UTC,1388,0,2354,96182,762,8,1,1,Thursday,8,2.0,Creators & Celebrities
624,2021-04-15_22-18-14_UTC,2775,0,2354,96182,762,8,1,1,Wednesday,8,3.0,Creators & Celebrities
625,2021-04-14_23-24-03_UTC,2051,0,2354,96182,762,8,1,1,Tuesday,8,2.0,Creators & Celebrities
627,2021-04-12_21-37-37_UTC,2491,0,2354,96182,762,8,1,1,Friday,12,2.0,Creators & Celebrities
630,2021-04-05_01-06-19_UTC,2461,0,2354,96182,762,8,1,1,Thursday,12,23.0,Creators & Celebrities
634,2021-03-26_00-30-58_UTC,3685,0,2354,96182,762,8,1,1,Friday,12,2.0,Creators & Celebrities
635,2021-03-24_22-47-35_UTC,1322,0,2354,96182,762,8,1,1,Thursday,12,0.0,Creators & Celebrities
636,2021-03-21_17-56-51_UTC,1649,0,2354,96182,762,8,1,1,Wednesday,12,18.0,Creators & Celebrities
638,2021-03-18_00-42-48_UTC,3568,0,2354,96182,762,8,1,1,Saturday,12,23.0,Creators & Celebrities
639,2021-03-17_00-58-56_UTC,1000,0,2354,96182,762,8,1,1,Saturday,12,0.0,Creators & Celebrities
641,2021-03-11_00-07-35_UTC,1866,0,2354,96182,762,8,1,1,Tuesday,12,23.0,Creators & Celebrities
642,2021-03-09_22-03-28_UTC,3569,0,2354,96182,762,8,1,1,Monday,12,23.0,Creators & Celebrities
643,2021-03-09_00-56-03_UTC,845,0,2354,96182,762,8,1,1,Friday,12,23.0,Creators & Celebrities
644,2021-03-07_23-27-42_UTC,4802,0,2354,96182,762,8,1,1,Monday,11,23.0,Creators & Celebrities
645,2021-03-04_22-06-41_UTC,1879,0,2354,96182,762,8,1,1,Sunday,11,23.0,Creators & Celebrities
646,2021-03-03_23-23-58_UTC,6799,0,2354,96182,762,8,1,1,Sunday,11,1.0,Creators & Celebrities
647,2021-03-01_17-03-58_UTC,1916,0,2354,96182,762,8,1,1,Saturday,11,21.0,Creators & Celebrities
650,2021-02-21_23-14-59_UTC,1720,0,2354,96182,762,8,1,1,Wednesday,11,19.0,Creators & Celebrities
651,2021-02-19_14-26-53_UTC,2683,0,2354,96182,762,8,1,1,Sunday,11,0.0,Creators & Celebrities
653,2021-02-16_14-12-31_UTC,2074,0,2354,96182,762,8,1,1,Tuesday,11,16.0,Creators & Celebrities
654,2021-02-14_23-52-18_UTC,2791,0,2354,96182,762,8,1,1,Monday,11,1.0,Creators & Celebrities
655,2021-02-14_01-59-21_UTC,1743,0,2354,96182,762,8,1,1,Saturday,11,23.0,Creators & Celebrities
656,2021-02-12_15-21-44_UTC,1686,0,2354,96182,762,8,1,1,Saturday,11,2.0,Creators & Celebrities
657,2021-02-10_23-47-28_UTC,2585,0,2354,96182,762,8,1,1,Tuesday,11,21.0,Creators & Celebrities
658,2021-02-10_02-21-30_UTC,1752,0,2354,96182,762,8,1,1,Saturday,10,22.0,Creators & Celebrities
659,2021-02-07_02-17-50_UTC,4243,0,2354,96182,762,8,1,1,Friday,10,0.0,Creators & Celebrities
660,2021-02-04_14-27-07_UTC,3706,0,2354,96182,762,8,1,1,Tuesday,10,18.0,Creators & Celebrities
661,2021-02-03_23-20-13_UTC,1879,0,2354,96182,762,8,1,1,Sunday,10,23.0,Creators & Celebrities
662,2021-02-02_21-53-37_UTC,1186,0,2354,96182,762,8,1,1,Saturday,10,2.0,Creators & Celebrities
664,2021-01-30_17-29-22_UTC,3027,0,2354,96182,762,8,1,1,Wednesday,10,21.0,Creators & Celebrities
665,2021-01-28_15-03-46_UTC,1501,0,2354,96182,762,8,1,1,Monday,10,0.0,Creators & Celebrities
666,2021-01-27_00-08-06_UTC,1928,0,2354,96182,762,8,1,1,Saturday,10,2.0,Creators & Celebrities
667,2021-01-25_23-21-01_UTC,980,0,2354,96182,762,8,1,1,Thursday,10,0.0,Creators & Celebrities
